company,career,education,region,reg,deadline,type,title,job,tag
(주)에디슨EV,3 ~ 5년,"대학(2,3년) 이상",경기 수원시 권선구,2022-04-19,2022-07-10,정규직,(주)에디슨EV 인사/총무 경력직 모집,"
, 사내행사, 시설관리, 경영지원, 급여(Payroll), 법정의무교육,  외            ",인사·노무·HRD
씨엔에스(주),경력 2년↑,학력무관,광주 서구,2022-06-01,2022-07-02,정규직,현장 인력관리 및 인사노무 업무,"
, 영업관리, 인사, 영업, 시설관리, 영업직,  외            ",인사·노무·HRD
우암건설(주),경력,"대학(2,3년) 이상",서울전체,2022-03-31,2022-06-15,정규직,"본사(재무,전기,건축,CS) 및 현장(현장소장 등) 경력직 채용","
, 더존, 4대보험, 계산서발행, 관리회계, 급여(Payroll),  외            ",인사·노무·HRD
(주)트랜스코스모스코리아,경력,고졸 이상,부산 중구,2022-05-14,2022-06-16,정규직,쿠팡 부산고객센터 QA 모집,"
, 교육행정, 직업훈련, 교육기획, 교육컨설턴트, CS강사,  외            ",인사·노무·HRD
(주)예스티,신입 · 경력,"대학(2,3년) 이상",경기 평택시,2022-05-28,2022-06-20,정규직,2022년 상반기 각 부문 신입/경력 채용,"
, 유지보수, 감사, 경리, 공인회계사, 회계사,  외            ",인사·노무·HRD
(주)디어코퍼레이션,경력무관,대학교(4년) 이상,서울 성동구,2022-05-31,2022-06-29,정규직 · 계약직,"[디어] 하드웨어 서비스센터 팀장 / 팀원(사무, 총무)","
, 문서작성, 서류관리, 자료입력, 자산관리, 전산총무,  외            ",인사·노무·HRD
(주)팩트시스,경력,대학교(4년) 이상,서울 강남구,2022-06-04,2022-06-17,정규직,[카운터포인트리서치] 글로벌 HR 담당자 채용,"
, 채용담당자, 잡매니저, 헤드헌터, HR컨설팅, HRD,  외            ",인사·노무·HRD
(주)삼구에프에스,신입 · 경력,대학교(4년) 이상,서울 구로구,2022-06-04,채용시,정규직,삼구에프에스 인사 노무 / 운영 매니저,"
, 채용담당자, 잡매니저, 직업상담사, 헤드헌터, ER(노무관리),  외            ",인사·노무·HRD
쿠팡풀필먼트서비스(유),경력무관,고졸 이상,경기 광주시,2022-06-04,2022-06-17,계약직,[쿠팡 CFS] 쿠팡 경기광주1 센터 채용담당자 모집,"
, 사무직, 문서작성, 사무보조, Excel, OA,  외            ",인사·노무·HRD
(주)유창,신입 · 경력,"대학(2,3년) 이상",서울 양천구,2022-06-04,2022-06-19,정규직,"㈜유창 영업지원, 재무, 인사총무 경력사원 모집","
, 경리, 전산회계, 자금관리, 재무제표, 재무회계,  외            ",인사·노무·HRD
(주)에이스코리아,신입 · 경력,학력무관,경기 부천시,2022-06-04,채용시,정규직,㈜에이스코리아 2022년 신입사원 채용,"
, 더존, 계산서발행, 총무, PhotoShop, 경영지원,  외            ",인사·노무·HRD
(주)대교디앤에스,신입 · 경력,고졸 이상,서울 관악구,2022-06-08,2022-06-15,정규직 · 계약직,(주)대교디앤에스 신입/경력사원 채용,"
, 연말정산, 전표입력, 사무직, 사무보조, 사무행정,  외            ",인사·노무·HRD
인지어스 유한회사,경력 2년↑,"대학(2,3년) 이상",서울 강남구,2022-05-25,2022-06-24,계약직,청년일자리 취업지원 직업상담사 경력직 모집(서울),"
, 직업상담사,  ",인사·노무·HRD
(주)엘에스케이글로벌파마서비스,3 ~ 5년,"대학(2,3년) 이상",서울 중구,2022-05-17,2022-06-13,정규직,[LSK Global PS] 경영지원팀 인사부문 경력 채용,"
, HRM, 복리후생, 인사행정, 평가/보상, 인사,  ",인사·노무·HRD
인지어스 유한회사,경력 3년↑,"대학(2,3년) 이상",인천 연수구,2022-06-08,2022-06-24,계약직,전직지원 해양경찰청 직업상담사 경력직 모집(인천 송도),"
, 직업상담사,  ",인사·노무·HRD
