company,career,education,region,reg,deadline,type,title,job,tag
(주)도드람푸드시스템,경력무관,학력무관,경기 안성시,2022-06-07,2022-06-21,정규직,(주)도드람푸드시스템 생산팀 관리직 정규채용,"
, 생산관리, 자재관리, 재고관리, 납기관리, 수/발주,  외            ",구매·자재·물류
비전세미콘㈜,경력무관,학력무관,대전 유성구,2022-06-09,2022-08-08,정규직,비전세미콘(주) 구매팀 자재관리 사원모집,"
, 자재관리,  ",구매·자재·물류
(주)거성푸드,경력무관,학력무관,경기 양주시,2022-05-19,2022-06-17,정규직,㈜거성푸드 물류배송직 담당직원 채용,"
, 납품운전원, 물류기사, 배송기사, 육상운송, 적재/하역,  외            ",구매·자재·물류
(주)예스티,신입 · 경력,"대학(2,3년) 이상",경기 평택시,2022-05-28,2022-06-20,정규직,2022년 상반기 각 부문 신입/경력 채용,"
, 유지보수, 감사, 경리, 공인회계사, 회계사,  외            ",구매·자재·물류
아이진(주),신입 · 경력,대학교(4년) 이상,서울 강서구,2022-05-30,2022-06-12,정규직 · 병역특례,상반기 각 부문별 신입/경력 채용,"
, IR/공시, 더존, 4대보험, 급여(Payroll), 부가세신고,  외            ",구매·자재·물류
(주)아이엘사이언스,경력,학력무관,충남 천안시 동남구,2022-05-30,2022-06-30,정규직,[IL SCIENCE] 미래차사업부 품질/공정/생산 각 부문 채용,"
, 생산관리, 품질검사원, 공정엔지니어, 공정설계, 부품설계,  외            ",구매·자재·물류
(주)디어코퍼레이션,경력무관,대학교(4년) 이상,서울 성동구,2022-05-31,2022-06-29,정규직 · 계약직,"[디어] 하드웨어 서비스센터 팀장 / 팀원(사무, 총무)","
, 문서작성, 서류관리, 자료입력, 자산관리, 전산총무,  외            ",구매·자재·물류
(주)프라이빗노트,경력무관,학력무관,서울 강남구,2022-06-03,2022-06-13,정규직 · 인턴직,CS 운영기획 및 배송물류 신입/경력 채용,"
, 물류기사, 배송기사, 택배기사, 1톤, 화물차(카고),  외            ",구매·자재·물류
(주)유창,경력,"대학(2,3년) 이상",서울 양천구,2022-06-04,2022-06-19,정규직,"㈜유창 기술영업, 영업/영업관리 경력사원 모집","
, 기술영업, 영업관리, 영업지원, 건설영업, 기업영업,  외            ",구매·자재·물류
(주)오토닉스,신입 · 경력,"대학(2,3년) 이상",충북 진천군,2022-06-03,2022-06-17,정규직,생산기술/품질관리 신입 및 경력 채용,"
, 자동차도장, 자동차튜닝, 단순생산직, 생산관리, 외관검사원,  외            ",구매·자재·물류
(주)유창,신입 · 경력,"대학(2,3년) 이상",서울 양천구,2022-06-04,2022-06-19,정규직,"㈜유창 영업지원, 재무, 인사총무 경력사원 모집","
, 경리, 전산회계, 자금관리, 재무제표, 재무회계,  외            ",구매·자재·물류
(주)에이스코리아,신입 · 경력,학력무관,경기 부천시,2022-06-04,채용시,정규직,㈜에이스코리아 2022년 신입사원 채용,"
, 더존, 계산서발행, 총무, PhotoShop, 경영지원,  외            ",구매·자재·물류
(주)대교디앤에스,신입 · 경력,고졸 이상,서울 관악구,2022-06-07,2022-06-15,정규직 · 계약직,(주)대교디앤에스 신입/경력사원 채용,"
, 연말정산, 전표입력, 사무직, 사무보조, 사무행정,  외            ",구매·자재·물류
(주)라움,신입 · 경력,고졸 이상,충남 천안시,2022-06-08,2022-07-07,정규직,2022년 각 부문 신입 / 경력 공개채용,"
, 문서작성, 비품관리, 사이트관리, 콘텐츠관리, Excel,  외            ",구매·자재·물류
해피랜드코퍼레이션(주),신입 · 경력,"대학(2,3년) 이상",서울 금천구,2022-06-09,2022-06-20,정규직,패션의류 관리/지원 직군 경력사원 모집,"
, 웹개발, CSS, CSS3, HTML, Java,  외            ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경북 경산시,2022-06-03,2022-07-03,계약직,[경산/압량] 물류센터 분류 (야간근무/지게차 우대/필수 아님),"
, 물류관리, 재고관리, 창고관리, 상하차, 집하/분류,  외            ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경남 진주시,2022-05-20,2022-06-19,계약직,[진주/상평동] 현장지원(단순노무) 모집,"
, 재고관리, 창고관리,  ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경북 경산시,2022-06-08,2022-07-08,아르바이트,[경산/하양/물류센터] 피킹아르바이트 모집,"
, 피킹(집품),  ",구매·자재·물류
(주)맨파워그룹코리아,경력무관,대학교(4년) 이상,서울 강남구,2022-05-25,2022-06-17,계약직,[이천/신입가능] 외국계 유명 소비재 기업 QA Assistant 채용,"
, 사무직, 사무행정, 물류관리, 물류사무원, 물류기획,  외            ",구매·자재·물류
(주)맨파워그룹코리아,신입 · 경력,대학교(4년) 이상,경기 오산시,2022-05-24,2022-06-14,계약직 · 파견직,[재택병행]경기도 오산대역 부근 미국 반도체 대기업 L사 SCM,"
, SCM, ERP,  ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경기 화성시,2022-06-03,2022-06-17,계약직,동탄/2주주+2주야/주5일/좌식/자동차 부품 단순조립 직원모집,"
, 기계조작원, 단순생산직, 생산관리, 외관검사원, 품질검사원,  외            ",구매·자재·물류
(주)아이차밍,경력 2년↑,학력무관,경기 안양시 동안구,2022-05-24,2022-06-23,정규직,화장품회사 구매물류팀 경력사원 모집(정규직),"
, 구매관리, 물류관리, 자재관리, 재고관리, 창고관리,  외            ",구매·자재·물류
(주)유코,신입 · 경력,"대학(2,3년) 이상",경기 용인시,2022-05-18,2022-07-08,정규직,바이오자재 독점 수입오퍼 신입/경력 채용,"
, 영업지원, 제약영업, 해외시장개척, 해외영업, 거래처관리,  외            ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경남 진주시,2022-05-27,채용시,계약직,[진주/상평동/제지공장] 지게차 운전원 (3톤이상) 모집,"
, 재고관리, 창고관리,  ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경북 경산시,2022-06-03,2022-07-03,정규직,[경산하양] 물류센터 피킹 분류 업무자 모집,"
, 피킹(집품),  ",구매·자재·물류
(주)맨파워코리아,경력무관,학력무관,경남 진주시,2022-05-27,2022-06-26,계약직,[진주/상평동/제지공장] 출고지원 및 야적담당원 모집,"
, 재고관리, 창고관리,  ",구매·자재·물류
(주)메쉬코리아,경력 3년↑,학력무관,서울 강남구,2022-06-07,2022-08-09,정규직,[메쉬코리아(부릉)] TC 인프라 관리/기획 담당자 채용,"
, 물류관리, 유통관리, 배차관리, WMS,  ",구매·자재·물류
