company,career,education,region,reg,deadline,type,title,job,tag
(주)세아메탈,경력 12년↓,대학교(4년) 이상,서울 마포구,2022-05-28,2022-06-30,정규직,서울 재경 담당자 채용 (대졸/경력),"
, 부가세신고, 원가회계, 재무회계, 재무,  ",회계·세무·재무
(주)대한강재,경력 3년↑,고졸 이상,경기 시흥시,2022-05-28,2022-06-26,정규직,2022년 하반기 경영지원팀 회계사무원 채용,"
, 기업회계, 회계, 더존,  ",회계·세무·재무
(주)창신아이엔씨,7 ~ 14년,대학교(4년) 이상,부산 사하구,2022-05-28,2022-06-12,정규직,[창신Inc] 2022년 5월 경력직 수시채용 (자금팀),"
, 자금관리,  ",회계·세무·재무
(주)알루코,5 ~ 10년,대학교(4년) 이상,대전 대덕구,2022-05-20,2022-06-19,정규직,(주)알루코 공시(재무회계) 경력직 채용,"
, 감사, IR/공시, 재무회계,  ",회계·세무·재무
(주)피플웍스,경력 3년↑,대학교(4년) 이상,경북 구미시,2022-05-17,2022-07-15,정규직,(주)피플웍스 경영기획팀 경력사원 채용,"
, 재무회계, 회계결산, 총무, 회계, 인사,  외            ",회계·세무·재무
범양기업,경력무관,학력무관,경북 경주시,2022-05-27,2022-06-25,정규직,"범양기업 재무/회계팀, 경영지원팀 채용","
, 회계사, 관리회계, 예산관리, 재무기획, 재무회계,  외            ",회계·세무·재무
(주)케이씨아이,신입 · 경력,대학교(4년) 이상,서울 금천구,2022-05-28,채용시,정규직,(주)케이씨아이 세무/관리회계 담당 채용(신입/경력),"
, 관리회계, 법인결산, 부가세신고, 세무신고, 세무조정,  외            ",회계·세무·재무
알지비커뮤니케이션즈,신입 · 경력,학력무관,서울 강남구,2022-05-24,채용시,정규직,"관리부, 회계, 4대보험  정규직 채용(내일채움공제지원)","
, 경리, 4대보험, 급여(Payroll), 자금관리, 문서작성,  외            ",회계·세무·재무
(주)세포바이오,신입 · 경력,"대학(2,3년) 이상",경기 광명시,2022-05-20,2022-06-17,정규직,경영관리팀 재무/회계 담당 팀원 모집,"
, 회계, 재무,  ",회계·세무·재무
(주)웰본,2 ~ 7년,대학교(4년) 이상,부산 사상구,2022-05-28,2022-06-26,정규직,"경영지원, 인사, 재무회계 정규직 채용","
, 재무회계, 경영지원, 인사,  ",회계·세무·재무
KD(주),5 ~ 15년,대학교(4년) 이상,서울 송파구,2022-05-28,2022-07-26,정규직,회계팀 경력직 모집,"
, 전산회계, 더존, 관리회계, 기업회계, 세무회계,  외            ",회계·세무·재무
(주)이정디앤씨,1 ~ 10년,고졸 이상,서울 송파구,2022-05-28,2022-06-26,정규직,경영지원(인사/회계) 채용,"
, 전산회계, 더존, 관리회계, 기업회계, 세무회계,  외            ",회계·세무·재무
(주)스카이오토넷,신입 · 경력,학력무관,서울 서초구,2022-05-28,2022-06-26,계약직 · 아르바이트,과제/사업관리 사무지원 계약직원 모집,"
, 경리, 사무직, 사무보조, 전화응대, 영업관리,  외            ",회계·세무·재무
양지디자인포장,경력 1년↑,고졸 이상,경기 파주시,2022-05-09,2022-07-08,정규직,총무/회계 및 경영지원 1명 모집(신입/경력자),"
, 세무사, 회계사, 총무, 경리, 전산회계,  외            ",회계·세무·재무
(주)서진소프트,경력무관,학력무관,경기 수원시 영통구,2022-05-28,2022-06-26,정규직,비서 및 사무직 채용 경력무관 채용(정규직),"
, 경리, 경리사무원, 비서, 사무직, 수행비서,  외            ",회계·세무·재무
